# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__	0.000666056115228	0.00100401606426	0.000225352112676	0.000283023722534	0.000430663221361	0.00040770185875	0.000572056198801	0.000228102189781	0.00116376092398	0.0004674644727	0.00056105865965	0.000278565640194	0.000406212664277	0.00116851386282	0.000665923905388	5.34930993902e-05	0.000377860651563	0.000592724309106	0.00046780295326	0.000874069278084	0.000294083049053	7.207726683e-05	0.000622344306623	0.000153958662099	0.000685119210743	0.000622406639004	0.000537441777141
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter	0.0125718091749	0.00531756656255	0.00732394366197	0.0118869963464	0.0111972437554	0.00237208354182	0.00567479749211	0.00447650547445	0.00322778973255	0.00448765893792	0.0131558582263	0.00291227714749	0.00495818399044	0.00371799865444	0.00421324932447	0.00371777040762	0.00317074372833	0.00518633770468	0.00181019403653	0.00509873745549	0.0167823393326	0.0106914612465	0.00467831237392	0.00350255956276	0.00366538777747	0.0051867219917	0.00555356503046
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.00149862625926	0.00249144727056	0.00264788732394	0.00391087325683	0.0037037037037	0.00201997739108	0.00247128277882	0.00191035583942	0.00202011330201	0.00151925953628	0.00237966259093	0.0023551458671	0.00412186379928	0.00382422718742	0.000768373736986	0.000187225847866	0.00182358836189	0.0048529302808	0.00183053329537	0.00124635804467	0.00496020076069	0.000985055980011	0.00124468861325	0.00100073130364	0.00356261989586	0.00248962655602	0.00479218917951
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__	0.00641079010907	0.00297486241261	0.00233802816901	0.00470848556579	0.0062015503876	0.00530012416375	0.00469086083017	0.00230953467153	0.0027886346669	0.00387995512341	0.00526234329051	0.00316551863857	0.005256869773	0.00722354024291	0.00400834966128	0.00393174280518	0.00238216497725	0.00855745721271	0.00406785176748	0.00977662674005	0.00378386856448	0.00180193167075	0.00500021460149	0.00307917324198	0.00130172650041	0.0163900414938	0.00564313865998
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquincola	0.00208142536009	0.00137587386583	0.00360563380282	0.00316471980651	0.00546942291128	0.00229795593114	0.00514850578921	0.00260891879562	0.00313995871942	0.00392670157068	0.00183795078161	0.00686284440843	0.00584229390681	0.00361177012145	0.00425166801132	0.00205948432652	0.00372932034369	0.00455656812625	0.00231867550746	0.00326966655876	0.00198015919696	0.000985055980011	0.00221039529594	0.00627381548054	0.00154151822417	0.00809128630705	0.00394123969903
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium	0.00591124802265	0.0029004908523	0.00305633802817	0.00545463901611	0.00577088716624	0.00452178425159	0.00537732826873	0.00256614963504	0.00309604321286	0.00404356768886	0.0034243925089	0.00379862236629	0.00594982078853	0.00686944513296	0.00572438434054	0.0134267679469	0.00126501174654	0.0114469882196	0.0029898710491	0.00725153771447	0.00535231149277	0.00180193167075	0.00532211682905	0.00357953889381	0.00167854206632	0.00269709543568	0.00850949480473
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0.000749313129631	0.000223114680946	0.000253521126761	0.000437400298461	0.00077519379845	0.000537425177443	0.00141869937303	9.97947080292e-05	0.000966141144438	0.00051421091997	0.000870608264974	0.000835696920583	0.00205495818399	0.00053114266492	0.00122939797918	0.000160479298171	0.00049286171943	0.000518633770468	0.000528820729773	0.000517966979605	0.000372505195467	0.00016818028927	0.00055796386111	0.000538855317347	0.000548095368594	0.00103734439834	0.00120924399857
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__;g__	0.00674381816668	0.00141305964599	0.0040985915493	0.00334482581176	0.00689061154177	0.00622671929727	0.00512562354126	0.0041628649635	0.00267884590049	0.00397344801795	0.00526234329051	0.00232982171799	0.00703703703704	0.00626748344605	0.00386748114283	0.0134000213972	0.000345003203601	0.0144847003038	0.0051661717447	0.00492068630625	0.00684233227463	0.00518956321176	0.00538649727456	0.00180901427967	0.00215812551384	0.0045643153527	0.00967395198853
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__;g__	0.0145699775206	0.000966830284099	0.000732394366197	0.00694694591674	0.000301464254953	5.55957080113e-05	6.86467438561e-05	0.00682880930657	0.000417197312371	0.000210359012715	0.00947995666306	7.59724473258e-05	0.000537634408602	0.00665698806699	6.40311447488e-05	5.34930993902e-05	1.6428723981e-05	0.000629769578425	0.000406785176748	0.000194237617352	0.00741089283614	0.0141511700543	4.29202970085e-05	7.69793310496e-05	0.000924910934503	0.0246887966805	0.00438910784665
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__	0.0151527766214	0.00732559869106	0.0165352112676	0.0125559615088	0.0119724375538	0.00644910212932	0.00569767974006	0.0103358804745	0.00531377629441	0.00923242333583	0.0114726822473	0.023551458671	0.00765830346476	0.013561842711	0.00475111094036	0.00936129239328	0.0188766038542	0.0147069719197	0.00854248871171	0.00644221430884	0.00782260910481	0.0284224688866	0.00579424009614	0.0145875832339	0.0132913126884	0.00871369294606	0.0158097456109
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__	0.000832570144035	0.000223114680946	0.00304225352113	0.00141511861267	0.0166666666667	0.0101184188581	0.00807743352707	0.00287979014599	0.00223969083483	0.00754955123411	0.00524299644018	0.0199047811994	0.0140740740741	0.000389504620941	0.0104370765941	0.00441318069969	0.00427146823506	0.0124842557605	0.00658991986332	0.00501780511492	0.00162725953809	0.00182595742636	0.0100218893515	0.00712058812209	0.00095916689504	0.00228215767635	0.00452346829094
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__	0.00374656564816	0.00182210322773	0.0042676056338	0.0024185663562	0.00551248923342	0.00242767924983	0.00626973593886	0.00561701642336	0.00252514162751	0.00409031413613	0.00205076613527	0.0170684764992	0.01	0.00545306469318	0.00195935302931	0.00583074783353	0.00170858729402	0.00881677409795	0.00423056583818	0.00632890903205	0.00286240834412	0.00122531353611	0.00369114554273	0.00350255956276	0.00195258975062	0.00311203319502	0.00613579362236
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__	0.0124052951461	0.00546630968318	0.00408450704225	0.0037564966809	0.0110249784668	0.00415114619818	0.00574344423596	0.0076271669708	0.00485266347547	0.00874158563949	0.012556105866	0.00688816855754	0.0118040621266	0.0032930845225	0.0051481040378	0.00786348561036	0.00289145542066	0.00374157220123	0.00449497620307	0.00542246681774	0.0114692389131	0.0129258565182	0.00366968539422	0.0055810015011	0.0050698821595	0.00705394190871	0.0024632748119
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__	0.0325534926318	0.0631414547077	0.0464647887324	0.0340914938507	0.0434539190353	0.0240358777636	0.0205940231568	0.0456632071168	0.04334460498	0.036181750187	0.0367590156323	0.0199047811994	0.0224611708483	0.0343826351758	0.0361007594094	0.0117417353161	0.0634805894626	0.0251166925984	0.035776756295	0.0530430560052	0.0437203466259	0.0290711642881	0.035366324735	0.0526153727724	0.119039462867	0.0153526970954	0.0321121461842
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__;g__	0.00141536924486	0.00237988993009	0.00164788732394	0.000926259455565	0.0010766580534	0.00135282889494	0.000366115967233	0.00165374087591	0.0012735496904	0.0009349289454	0.00328896455657	0.000886345218801	0.00142174432497	0.00474487447328	0.000806792423835	0.000454691344817	0.000525719167392	0.0025190783137	0.0016881584835	0.000453221107154	0.00150962631847	0.00115323626928	0.00163097128632	0.000230937993149	0.00171279802686	0.000829875518672	0.00326943747761
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.000166514028807	0.00621002528633	0.00123943661972	0.00128647146606	0.00258397932817	0.00103778654955	6.86467438561e-05	0.00205291970803	0.00155900048307	0.0009349289454	0.00597817675282	0.00276033225284	0.00063321385902	0.0026203038136	0.00139587895552	0.00010698619878	8.2143619905e-05	0.00377861747055	0.00148476589513	0.000615085788281	0.00641101046936	0.00297919369564	0.0015022103953	0.000461875986298	0.00215812551384	0.00228215767635	0.00403081332856
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__	0.0136541503622	0.00669344042838	0.0135774647887	0.0294859260022	0.00508182601206	0.00298363632994	0.00496544780559	0.0104641879562	0.00518202977471	0.00500186985789	0.0181086519115	0.0103829011345	0.00401433691756	0.0120746432492	0.00639030824593	0.00205948432652	0.00507647571013	0.0125213010299	0.00663059838099	0.00417610877307	0.027447751245	0.0146076594109	0.00358384480021	0.00623532581502	0.0100027404768	0.0219917012448	0.0134808312433
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__	0.047872783282	0.0296370667857	0.0339014084507	0.0498636340246	0.0566752799311	0.0367858268008	0.0382362363279	0.0292683622263	0.0276448113829	0.0303618175019	0.0442075530104	0.0360615883306	0.0449581839904	0.0471654686449	0.0385979740546	0.030437573553	0.0271566807406	0.043417055642	0.0323597608103	0.0319359015863	0.043171391601	0.0389217240882	0.0315678784497	0.0281744351642	0.0523088517402	0.0346473029046	0.0630598351845
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	0.00324702356174	0.00189647478804	0.00108450704225	0.00352493181701	0.00185185185185	0.00183465836437	0.002860280994	0.00216697080292	0.00133942295024	0.00170624532536	0.00282464014858	0.00121555915721	0.00277180406213	0.00385963669842	0.00140868518447	0.00267465496951	0.000509290443411	0.00429725124102	0.00124069478908	0.00309161540952	0.00225463670941	0.00146557109221	0.00210309455341	0.00161656595204	0.000376815565908	0.0114107883817	0.00676280902902
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus	0.0176504870535	0.00989141752194	0.0056338028169	0.0093140534143	0.00478036175711	0.00963658938863	0.00350098393666	0.0108348540146	0.00665319924465	0.00733919222139	0.010989010989	0.00503950567261	0.00832735961768	0.0110831769413	0.00477672339826	0.0155129988232	0.00246430859715	0.0083351855968	0.00951877313591	0.00705730009712	0.00613653295691	0.0155206381241	0.00630928366024	0.00315615257303	0.00558372156755	0.0265560165975	0.0105696882838
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__	0.000749313129631	0.000892458723784	0.00133802816901	0.00144084804199	0.00353143841516	0.00418821000352	0.00267722301039	0.000912408759124	0.00155900048307	0.00252430815258	0.00166382912862	0.00516612641815	0.00383512544803	0.00272653234659	0.00204899663196	0.000213972397561	0.00184001708587	0.00466770393421	0.00402717324981	0.000874069278084	0.00099988236678	0.00067272115708	0.00126614876175	0.00142411762442	0.00178130994793	0.00207468879668	0.0030455034038
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__	0.000915827158438	0.00185928900788	0.00374647887324	0.00108063603149	0.00654608096469	0.0037619762421	0.00249416502677	0.00289404653285	0.00263493039392	0.00278141361257	0.00251509054326	0.00303889789303	0.00235364396655	0.00446159838533	0.00294543265845	0.000213972397561	0.00299002776454	0.00181521819664	0.00445429768539	0.00301068306895	0.00141159863545	0.00052856662342	0.00259667796901	0.00361802855933	0.000513839408057	0.00186721991701	0.00313507703332
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517;g__	0.00358005161935	0.00237988993009	0.00249295774648	0.00115782431946	0.0015503875969	0.00179759455903	0.000777996430369	0.000997947080292	0.00125159193711	0.00182311144353	0.00110277046897	0.000481158833063	0.00112305854241	0.00382422718742	0.000627505218538	0.000427944795121	0.000180715963791	0.00170408238868	0.0020135866249	0.00139203625769	0.00066658824452	0.00230647253856	0.00128760891025	0.000769793310496	0.00215812551384	0.0273858921162	0.00286635614475
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W;g__	0.0161518607943	0.0142793395805	0.0219577464789	0.012092831781	0.0229974160207	0.0224236022312	0.00784861104755	0.0197593521898	0.0118571867726	0.017997382199	0.0154000928649	0.0677420988655	0.0269534050179	0.0243971530753	0.0138819521815	0.011928961164	0.00975866204472	0.0161887826925	0.0305495667738	0.0170119779864	0.00988119044818	0.0159050502138	0.0104510923216	0.00835225741888	0.0132570567279	0.00954356846473	0.0146005016123
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__	0.000999084172842	0.000297486241261	0.000647887323944	0.000437400298461	0.00516795865633	0.00272418969256	0.00137293487712	0.000527486313869	0.00111984541742	0.00121540762902	0.00110277046897	0.00460899513776	0.00192353643967	0.00116851386282	0.00172884090822	0.00141756713384	0.000788578751088	0.00181521819664	0.00215596143677	0.000372288766591	0.000784221464141	0.00079284993513	0.000686724752135	0.00096224163812	0.000787887092354	0.000829875518672	0.000582228591903
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__Candidatus Xiphinematobacter	0.000832570144035	0.00420199315782	0.00550704225352	0.00301034323059	0.0150301464255	0.107262652657	0.0280078714933	0.0101648038321	0.0334416582495	0.0508601346298	0.0146068720012	0.0351499189627	0.0820669056153	0.0059487978471	0.076222674709	0.00288862736707	0.0782828697695	0.0231532933244	0.0458853679372	0.0256555519586	0.00523467827314	0.00533371774542	0.0356453066655	0.0492282822062	0.0100712523979	0.0132780082988	0.0118685059119
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__DA101	0.203230372159	0.142384352224	0.129169014085	0.210492461277	0.0343669250646	0.171420099702	0.0452153219532	0.246307595803	0.0953625225067	0.0664968212416	0.150247639684	0.0480905591572	0.128853046595	0.114231082469	0.0599331514849	0.383893227774	0.0644827416255	0.0729421352893	0.152585119798	0.104823567498	0.181272791436	0.23631733218	0.329456199837	0.0628921134675	0.0233283091258	0.108713692946	0.077436402723
