# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	0.00216468237449	0.00226833258962	0.00116901408451	0.00115782431946	0.000947459086994	0.00138989270028	0.00251704727472	0.00181056113139	0.00382064907119	0.00247756170531	0.00150905432596	0.000785048622366	0.00109916367981	0.00382422718742	0.00229231498201	0.00125708783567	0.000394289375544	0.00281544046825	0.00213562217793	0.00348009064422	0.00103909343999	0.000888952957571	0.00130906905876	0.00134713829337	0.00047958344752	0.000622406639004	0.00425474740236
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	0.000499542086421	0.0016733601071	0.00243661971831	0.00159522461792	0.00387596899225	0.00352106150738	0.0078714932955	0.000812614051095	0.00461112818936	0.00663799551234	0.00299876180158	0.00503950567261	0.00352449223417	0.00138097092879	0.0051993289536	0.000133732748475	0.0022507351854	0.00370452693191	0.00296953179026	0.00394949821949	0.00207818687997	0.00136946806977	0.00221039529594	0.00357953889381	0.00126747053987	0.000622406639004	0.00183625940523
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	0.00308050953293	0.00743715603153	0.00239436619718	0.00481140328308	0.00534022394488	0.00133429699227	0.000594938446753	0.0185190465328	0.0137016380484	0.00783002991773	0.00866738894908	0.000455834683955	0.000979689366786	0.00601961686909	0.00882349174639	0.000187225847866	0.00144572771033	0.00614951470697	0.00311190660212	0.013499514406	0.0124887268165	0.00139349382538	0.00148075024679	0.00319464223856	0.0115100027405	0.00352697095436	0.0111519168757
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia	0.000915827158438	0.00208240368883	0.00174647887324	0.0029074255133	0.00206718346253	0.000945127036193	0.00226534254725	0.000940921532847	0.00234947960125	0.00196335078534	0.00193468503328	0.00220320097245	0.00254480286738	0.000814418752877	0.00119097929233	0.00157804643201	0.00136358409042	0.00192635400459	0.000650856282797	0.00173195208805	0.00272516958789	0.00209024073807	0.00182411262286	0.00188599361072	0.000308303644834	0.0114107883817	0.00134360444285
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	0.000333028057614	0.000371857801577	0.000478873239437	0.00115782431946	0.00275624461671	0.00867293044977	0.00862660747792	0.000769844890511	0.00625795968556	0.00357610321616	0.0011221173193	0.00278565640194	0.00813620071685	0.00123933288481	0.00776057474356	0.000829143040548	0.00491218847032	0.001741127658	0.000711874059309	0.00263839430236	0.000921460220366	0.000937004468791	0.00424910940384	0.00535006350795	0.000171279802686	0.00103734439834	0.00188104621999
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__	0.00224793938889	0.0012271307452	0.000676056338028	0.00174960119385	0.000689061154177	0.00176053075369	0.000594938446753	0.00134010036496	0.00116376092398	0.0013322737472	0.00150905432596	0.000379862236629	0.00144563918757	0.00212457065968	0.00129342912393	0.00141756713384	6.5714895924e-05	0.00255612358302	0.00181019403653	0.00527678860473	0.00094106575697	0.00057661813464	0.00251083737499	0.000654324313922	0.000274047684297	0.000829875518672	0.00394123969903
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella	0.0023311964033	0.00524319500223	0.0063661971831	0.00756445222045	0.00150732127476	0.0029465725246	0.00498833005354	0.00553147810219	0.00652145272496	0.00427729992521	0.00849326729608	0.00336811183144	0.00363201911589	0.00254948479162	0.00327839461114	0.00369102385792	0.00223430646142	0.00303771208417	0.00225765773095	0.00566526383943	0.00325451907619	0.00727980394983	0.00328340272115	0.00392594588353	0.00277473280351	0.0273858921162	0.00470261554998
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	0.00149862625926	0.00189647478804	0.00123943661972	0.00172387176452	0.00163652024117	0.00259446637386	0.00331792595305	0.0015111770073	0.0021518598217	0.00252430815258	0.00137362637363	0.000835696920583	0.00142174432497	0.00215998017067	0.00193374057141	0.000695410292072	0.00065714895924	0.00322293843076	0.00235935402514	0.00412754936873	0.000588166098106	0.00038441208976	0.00223185544444	0.00103922096917	0.000753631131817	0.00186721991701	0.00483697599427
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	0.00149862625926	0.0019336605682	0.000521126760563	0.00177533062317	0.00133505598622	0.00429940141954	0.00457644959041	0.00139712591241	0.00234947960125	0.00264117427076	0.00108342361863	0.00220320097245	0.00452807646356	0.00145178995078	0.00309910740584	0.000454691344817	0.000706435131183	0.00122249388753	0.00176951551885	0.00228229200388	0.000882249147159	0.0007207726683	0.000536503712606	0.00127015896232	0.00095916689504	0.0122406639004	0.00277678251523
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	0.00216468237449	0.00304923397293	0.00301408450704	0.00177533062317	0.00318690783807	0.00250180686051	0.00423321587113	0.00481865875912	0.00421588863028	0.00348261032162	0.00425630707321	0.00387459481361	0.00342891278375	0.0019829326157	0.0028814015137	0.00727506151706	0.00589791190918	0.00266725939098	0.00270512142538	0.0026869537067	0.00299964710034	0.00187400893758	0.0030473410876	0.00277125591779	0.00202110167169	0.00352697095436	0.00349337155142
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__	0.00108234118725	0.0272943626357	0.0300422535211	0.00234137806823	0.0133505598622	0.0177535627583	0.0521257608347	0.000955177919708	0.0480435641825	0.0380282348542	0.0100990558737	0.0213229335494	0.0207168458781	0.00810877801778	0.0236274924123	0.000989622338718	0.0322988713467	0.0230051122472	0.0152747833869	0.0327937843962	0.00329373014939	0.00197011196002	0.0268895660758	0.037989299873	0.00678268018635	0.00477178423237	0.00904693658187
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.0372158854383	0.0432842481035	0.0363802816901	0.0395461328668	0.027519379845	0.0359704230833	0.0842524369594	0.0412864963504	0.0635457380001	0.0482423335826	0.0162126605789	0.0312753241491	0.0336559139785	0.0335682164229	0.0368179082306	0.0458703327271	0.0309188585323	0.0480847595762	0.032522474881	0.0503237293623	0.034368505666	0.0308250444476	0.0304090304305	0.0433778530465	0.0365168539326	0.0224066390041	0.0467574346113
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.0282241278828	0.032314442957	0.0254084507042	0.0356352596099	0.0232127476314	0.0304293841849	0.078714932955	0.0275005702555	0.0612401739054	0.0441987658938	0.0188244853738	0.0202339951378	0.0285663082437	0.0236181438334	0.0378167940886	0.0347972611533	0.0323974436905	0.0443802326443	0.0246105031933	0.0478957591454	0.0305062149551	0.0172745182836	0.0338426541912	0.0556560563489	0.0577212935051	0.0221991701245	0.0485489072017
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0.00266422446091	0.00851554365611	0.00281690140845	0.0053259918695	0.00482342807924	0.00428086951687	0.0132488215642	0.00441947992701	0.0077291291555	0.00783002991773	0.00288268069958	0.00592585089141	0.00701314217443	0.00683403562197	0.0053273912431	0.00310259976463	0.00371289161971	0.00548269985923	0.00538990359191	0.00788280997086	0.00282319727091	0.00317139974052	0.00397012747328	0.00592740849082	0.00496711427788	0.00207468879668	0.00707631673235
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	0.0251436183498	0.0283355644801	0.0449014084507	0.0141254566974	0.0232988802756	0.016474861474	0.0145759919454	0.00962306113139	0.0148434412191	0.0161508975318	0.021049373162	0.02869226094	0.020633213859	0.0510251053433	0.0154699245713	0.00208623087622	0.0118451099903	0.0194487663925	0.0232884513688	0.0175785043703	0.00739128729953	0.00559800105713	0.00978582771793	0.00904507139833	0.0175733077555	0.0134854771784	0.0376657112146
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0.010740154858	0.0178119886955	0.0135915492958	0.0198373900067	0.0228682170543	0.0243138563036	0.00755114182417	0.0145130018248	0.0147336524527	0.00619390426328	0.00648119486148	0.0119783225284	0.011027479092	0.0357990156156	0.00961747794127	0.0114475232695	0.0049286171943	0.0162628732311	0.0120408412317	0.0098413726125	0.0114496333765	0.00530969198981	0.00772565346152	0.00973788537778	0.00171279802686	0.00331950207469	0.0158545324257
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.000166514028807	0.000260300461104	0.000464788732394	0.000566047445068	0.000387596899225	0.000277978540057	0.000343233719281	0.00054174270073	0.000153704272979	0.00014023934181	0.000541711809317	0.000126620745543	0.00037037037037	0.000672780708898	0.000371380639543	0.000320958596341	0.000131429791848	0.000703860117063	0.000427124435586	0.000258983489803	0.000529349488295	0.00038441208976	0.000278981930555	0.000346406989723	6.85119210743e-05	0.000622406639004	0.000313507703332
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__	0.00815918741154	0.00475977986018	0.00267605633803	0.00704986363402	0.00559862187769	0.00563369841182	0.00256281177063	0.00691434762774	0.00193228228888	0.00236069558714	0.00408218542021	0.00157009724473	0.00389486260454	0.00973761552353	0.00175445336612	0.00500160479298	0.000936437266917	0.00377861747055	0.00465769027377	0.00352865004856	0.00513665059013	0.00535774350103	0.0030258809391	0.00142411762442	0.00174705398739	0.00269709543568	0.00703152991759
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.0415452501873	0.0395656700878	0.0301408450704	0.045412442752	0.0519810508183	0.0415485257871	0.0187405610727	0.047801665146	0.0271397830574	0.0252430815258	0.0403575297941	0.0392017828201	0.0354838709677	0.0577883219433	0.0256252641285	0.0410827003317	0.0189094613021	0.0358227754316	0.0391937517797	0.0291518290709	0.0529349488295	0.0474268415742	0.0258594789476	0.0257110965706	0.0145245272677	0.0678423236515	0.0437119312075
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__	0.0104903838148	0.00996578908225	0.00704225352113	0.0115010549066	0.0244186046512	0.0273160245362	0.0136378197794	0.00494696624088	0.00775108690879	0.00670811518325	0.0066746633648	0.02471636953	0.0151015531661	0.0123225098261	0.00699220100657	0.00176527227988	0.00453432781876	0.0187449062755	0.0101492901599	0.00951764325024	0.00654824922558	0.00670318581519	0.00721060989742	0.0105461683538	0.00174705398739	0.00248962655602	0.0163024005733
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__	0.00857547248356	0.00933363081957	0.0151690140845	0.00800185251891	0.00645994832041	0.00839495190971	0.0219898402819	0.00774121806569	0.0159852443898	0.0152159685864	0.00849326729608	0.0124594813614	0.0100119474313	0.00757763535286	0.00704342592237	0.00877286829999	0.0109579588953	0.0154849225754	0.00687466948704	0.0132890903205	0.00682272673803	0.00651097977031	0.0105798532126	0.0094684577191	0.0124006577144	0.00663900414938	0.0139734862057
k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__	0.00191491133128	0.00234270414993	0.00177464788732	0.000746153450316	0.000861326442722	0.000500361372102	0.00144158162098	0.00054174270073	0.00162487374292	0.00210359012715	0.00158644172729	0.0020765802269	0.000704898446834	0.000779009241882	0.00110133568968	0.000454691344817	0.00266145328492	0.00103726754094	0.000772891835822	0.00142440919391	0.00145080970866	0.0007207726683	0.000343362376068	0.00100073130364	0.0035968758564	0.00248962655602	0.00103009673952
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__	0.00024977104321	0.00230551836978	0.00176056338028	0.00115782431946	0.000430663221361	0.00116750986824	0.000800878678321	0.0030223540146	0.00122963418383	0.000537584143605	0.000967342516638	0.00017726904376	0.000442054958184	0.00300980843455	0.000332961952694	0.00213972397561	0.000558576615354	0.00081499592502	0.00176951551885	0.000372288766591	0.00139199309885	0.00110518475806	0.0010300871282	0.000461875986298	0.00023979172376	0.00186721991701	0.000358294518094
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__;g__	0.00108234118725	0.00148743120631	0.0022676056338	0.000540318015746	0.00193798449612	0.00103778654955	0.000617820694705	0.000370666058394	0.000812436871459	0.00074794315632	0.000580405509983	0.00124088330632	0.000812425328554	0.00177047554973	0.000371380639543	0.000133732748475	0.000295717031658	0.00188930873527	0.000976284424196	0.000372288766591	0.000509743951692	0.00081687569074	0.000472123267093	0.000654324313922	0.000753631131817	0.000622406639004	0.000671802221426
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0152360336358	0.00635876840696	0.0108028169014	0.00434827355529	0.00211024978467	0.00279831730324	0.00260857626653	0.00561701642336	0.0100127354969	0.00472139117427	0.00396610431822	0.00113958670989	0.00290322580645	0.00414291278637	0.00607015252219	0.0217716914518	0.013882271764	0.00318589316144	0.0105357360778	0.0088216251214	0.00343096890562	0.00559800105713	0.00615906262071	0.00873715407413	0.0175047958345	0.0300829875519	0.00416517377284
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__	0.0183165431688	0.0189275621003	0.0554225352113	0.0119127257757	0.0141688199828	0.00804284575897	0.00780284655165	0.0285127737226	0.0169953010408	0.0217604712042	0.0226358148893	0.016789910859	0.0132974910394	0.0107644913424	0.00596770269059	0.00390499625548	0.0206344773201	0.00640883159221	0.00656958060448	0.0380220135966	0.0143316472572	0.0322425640286	0.0144212197948	0.0285593318194	0.0985886544259	0.00414937759336	0.0155410247223
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__	0.00108234118725	0.00200803212851	0.00145070422535	0.00164668347656	0.00163652024117	0.00170493504568	0.00100681890989	0.00128307481752	0.00149312722322	0.00065445026178	0.00133493267296	0.00126620745543	0.00142174432497	0.00166424701675	0.000845211110684	0.000615170642987	9.85723438861e-05	0.00218567088983	0.00130171256559	0.000971188086759	0.0044112457358	0.00281101340637	0.00055796386111	0.000423386320773	0.000787887092354	0.00477178423237	0.000895736295235
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__	0.00291399550412	0.000223114680946	0.000732394366197	0.00210981320434	0.00099052540913	0.0011304460629	0.00183057983616	0.000555999087591	0.000966141144438	0.00056095736724	0.00172186967962	0.00141815235008	0.00136200716846	0.000779009241882	0.00113975437653	0.00181876537927	3.2857447962e-05	0.00081499592502	0.000264410364886	0.000809323405633	0.00396031839391	0.00297919369564	0.000600884158118	0.000423386320773	0.000376815565908	0.000829875518672	8.95736295235e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__	0.00024977104321	0.00197084634836	0.00195774647887	0.00403952040344	0.00645994832041	0.000963658938863	0.00519427028511	0.00135435675182	0.00283255017347	0.00441753926702	0.00243770314193	0.00397589141005	0.00428912783751	0.0020183421267	0.0025996644768	2.67465496951e-05	0.00529004912188	0.00459361339557	0.00181019403653	0.00360958238912	0.00254871975846	0.00045648935659	0.0025322975235	0.00354104922828	0.0131542888463	0.00165975103734	0.00537441777141
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0.00141536924486	0.00777182805295	0.00904225352113	0.00573766273864	0.00831180017227	0.00361372102074	0.00521715253306	0.00828296076642	0.00496245224189	0.00862471952132	0.00967342516638	0.00607779578606	0.00477897252091	0.00665698806699	0.00735077541716	0.000641917192682	0.00987366311259	0.00418611543306	0.00665093763983	0.0103917125283	0.00186252597734	0.00410840420931	0.00789733464956	0.0118163273161	0.00445327486983	0.00145228215768	0.00465782873522
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	0.000999084172842	0.000594972482523	0.000521126760563	0.000385941439819	0.000473729543497	0.000667148496136	0.00022882247952	0.000142563868613	0.000461112818936	0.00037397157816	0.000328896455657	0.000329213938412	0.000334528076464	0.00208916114868	0.000563474073789	0.000561677543597	8.2143619905e-05	0.000852041194339	0.00178985477769	0.00137584978958	0.000313688585657	0.00036038633415	0.000686724752135	0.000230937993149	0.000274047684297	0.000414937759336	0.000716589036188
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__	0.00224793938889	0.00736278447122	0.0037323943662	0.00355066124633	0.00137812230835	0.000852467522841	0.000777996430369	0.00253763686131	0.00136138070353	0.00149588631264	0.00415957282154	0.000861021069692	0.00129032258065	0.006621578556	0.000832404881734	0.00839841660426	0.000262859583696	0.00192635400459	0.00227799698979	0.00181288442862	0.00237226992903	0.00233049829417	0.00126614876175	0.000461875986298	0.000822143052891	0.00290456431535	0.00134360444285
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__	0.0216468237449	0.0126059794734	0.0168169014085	0.0241599341327	0.0152454780362	0.0176238394396	0.0202050249417	0.0135863366788	0.0165561459751	0.0145615183246	0.0247639684259	0.0152957860616	0.0190442054958	0.00977302503452	0.0182360700245	0.0434898898042	0.0117958238184	0.0178558198118	0.0162307285523	0.0256555519586	0.0228992667529	0.0284705203979	0.0327911069145	0.0192448327624	0.0140449438202	0.0427385892116	0.0192135435328
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__	0.0191491133128	0.0221999107541	0.019	0.0349148355889	0.0204565030146	0.02609291896	0.0326758500755	0.0163378193431	0.0293136006324	0.0366492146597	0.0182634267141	0.0294773095624	0.0266188769415	0.0151552707057	0.0394816038521	0.00422595485182	0.0483990208481	0.0217826183596	0.0231257372981	0.0246681774037	0.0234482217778	0.0233290086973	0.0295291643418	0.0604672645395	0.0315154836942	0.0157676348548	0.0433088498746
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia	0.0023311964033	0.000557786702365	0.000802816901408	0.00164668347656	0.00189491817399	0.000463297566761	0.00151022836483	0.00216697080292	0.000790479118177	0.000444091249065	0.00388871691689	0.000759724473258	0.000764635603345	0.00053114266492	0.000793986194885	0.00195249812774	0.000312145755639	0.000740905386382	0.00046780295326	0.000420848170929	0.00264674744148	0.00211426649368	0.000686724752135	0.000384896655248	0.00095916689504	0.0657676348548	0.00161232533142
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes	0.0677712097244	0.0279265208984	0.0284929577465	0.0527710595379	0.0302756244617	0.024740090065	0.026245938401	0.0364108120438	0.0460014931272	0.0336106955871	0.0295813341588	0.0412530388979	0.0260573476703	0.0208562019759	0.0296336137897	0.0362148282872	0.0280766892835	0.0313032525746	0.0283122483017	0.0189543541599	0.0407795161354	0.0463697083273	0.0234344821666	0.0352950232862	0.0112359550562	0.0311203319502	0.0368595485489
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium	0.000582799100824	0.00152461698646	0.00197183098592	0.00283023722534	0.00301464254953	0.00478123088898	0.00427898036703	0.00162522810219	0.00256905713407	0.003202131638	0.00222488778827	0.00379862236629	0.00442054958184	0.00166424701675	0.00493039814566	0.00136407403445	0.00486290229838	0.00303771208417	0.00219663995444	0.00205568145031	0.00182331490413	0.0021623180049	0.00313318168162	0.00461875986298	0.000924910934503	0.00311203319502	0.00259763525618
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium	0.000499542086421	0.00063215826268	0.00105633802817	0.00210981320434	0.000904392764858	0.001630807435	0.000800878678321	0.00152543339416	0.00344736726538	0.00051421091997	0.00297941495125	0.000557131280389	0.000908004778973	0.000637371197904	0.000601892760639	0.00010698619878	0.000591434063316	0.000740905386382	0.000976284424196	0.000404661702816	0.00105869897659	0.00069674691269	0.00107300742521	0.000538855317347	0.00130172650041	0.00103734439834	0.00174668577571
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__	0.000166514028807	0.000446229361892	0.000295774647887	0.000231564863891	0.000818260120586	0.00083393562017	0.00377557091209	0.000384922445255	0.00169074700277	0.00177636499626	0.000367590156323	0.00212722852512	0.00154121863799	0.000177047554973	0.00206180286091	2.67465496951e-05	0.00169215857004	0.00144476550345	0.000345767400236	0.000631272256394	0.000548955024899	0.00019220604488	0.00105154727671	0.00096224163812	6.85119210743e-05	0.000414937759336	0.000492654962379
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	0.00574473399384	0.0120110069909	0.00954929577465	0.00988010085936	0.0174418604651	0.00680120828005	0.0108919500252	0.00681455291971	0.00814632646788	0.00993362004488	0.0141618944436	0.0235008103728	0.0141935483871	0.00750681633087	0.00580122171424	0.00112335508719	0.00635791618065	0.00759428021042	0.0063051702396	0.00929103269667	0.016468650747	0.00675123732641	0.00594446113567	0.0057349601632	0.00911208550288	0.0296680497925	0.012585094948
