	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc29	515rcbc14	515rcbc10	515rcbc28	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_3858_4.txt	3858	4	16.11313	16.18296	15.37108	15.97724	16.16873	15.89389	14.3095	16.33708	16.48622	16.2416	15.95748	15.25333	16.32915	16.55022	16.4685	16.47627	16.17769	16.54143	16.71808	16.10804	16.00643	15.78815	16.16726	16.12087	16.02727	14.96876	16.6498
alpha_rarefaction_3858_5.txt	3858	5	15.54679	16.03414	14.81319	16.22185	16.53288	15.72531	15.19648	16.30953	16.36513	16.09832	16.47845	15.72129	16.65004	16.50909	16.02934	16.46255	16.05867	16.28014	16.62856	15.99681	16.56236	16.10198	16.50279	16.26055	16.2462	14.86475	16.7791
alpha_rarefaction_3858_6.txt	3858	6	15.55035	16.2296	15.89935	16.27573	16.29365	16.10574	13.84315	16.33748	16.45875	15.30024	16.23951	15.38286	16.49658	16.66131	16.28278	16.51764	16.23533	16.42444	16.7695	15.96061	16.54842	16.12798	16.29955	16.09903	16.43908	14.74628	16.22556
alpha_rarefaction_3858_7.txt	3858	7	15.68211	16.03041	15.38154	16.40553	16.54368	15.20304	14.24472	16.37396	16.15419	15.41451	16.40229	15.22321	16.39176	16.56636	16.15297	16.53589	16.34215	16.07908	16.34901	16.06999	16.15184	15.93947	15.76373	16.52163	16.01759	14.93129	16.45661
alpha_rarefaction_3858_8.txt	3858	8	15.80408	16.59251	15.83845	15.6394	15.79531	15.81728	15.15038	16.20498	16.41037	16.47421	15.78269	15.50974	16.29982	16.56858	16.54597	16.56628	16.12922	16.53071	16.5229	16.36902	16.64892	16.47472	16.33748	16.04393	15.883	14.89877	16.73176
alpha_rarefaction_3858_9.txt	3858	9	15.83247	15.89952	15.61722	16.66081	16.3348	16.12911	15.17285	16.24543	16.66504	16.28071	16.26764	15.5826	16.35831	16.59961	16.16854	16.75868	15.98948	16.41618	16.11263	16.56337	15.83126	16.66463	16.14972	16.30925	15.94969	15.59447	16.7633
alpha_rarefaction_4339_0.txt	4339	0	16.01246	16.10901	15.60061	16.7129	16.44722	15.91417	14.09071	16.11427	16.53311	16.25776	15.876	15.66262	16.40304	16.64371	16.67078	16.6082	16.08255	16.12827	16.36089	16.68424	16.14996	16.68211	16.56443	16.46848	16.30191	14.46478	16.50909
alpha_rarefaction_4339_1.txt	4339	1	15.53888	16.04992	15.6624	16.55709	16.59619	15.99845	14.2495	16.67088	16.54854	16.05568	15.47679	15.65759	16.65074	16.63256	16.3041	16.7695	15.71849	16.70723	16.62171	16.5069	16.16161	16.12555	16.39549	16.50909	16.43595	15.34692	16.7791
alpha_rarefaction_4339_2.txt	4339	2	15.50685	16.40461	15.00411	16.41969	16.73981	15.6127	14.62957	16.05046	16.25526	16.0399	16.47643	15.82132	16.68416	16.63256	16.47443	16.62026	16.17613	16.19423	16.72465	16.29788	16.19939	16.2763	16.24469	16.56714	16.21244	14.81114	16.7456
alpha_rarefaction_4339_3.txt	4339	3	16.0785	16.11054	15.70106	16.33993	16.62607	15.7045	14.83699	16.70607	15.91265	15.8942	16.20622	14.81016	16.09269	16.31448	15.98409	16.56471	16.2542	16.67297	16.46677	16.69348	16.03216	16.56526	16.30931	16.64371	16.60505	15.6155	16.7791
alpha_rarefaction_4339_4.txt	4339	4	16.45948	16.08116	15.51589	16.27336	16.54566	16.44949	14.6237	16.72855	16.67662	15.80725	15.88949	15.58169	16.43754	16.73849	16.42871	16.28238	16.47381	16.30228	16.53372	16.14341	16.55429	16.48426	16.33211	16.21792	16.21435	14.85025	16.50909
alpha_rarefaction_4339_5.txt	4339	5	15.76373	16.23983	16.15054	16.17942	16.68903	15.28321	15.07734	16.32519	16.48409	16.38457	16.56247	15.63432	16.61021	16.73849	16.55947	16.32289	15.8449	16.4693	16.7695	16.58889	16.12652	16.06185	16.35067	16.22322	16.40586	14.80382	16.7791
alpha_rarefaction_4339_6.txt	4339	6	15.89706	16.56215	15.55824	16.49876	16.67562	15.8173	14.22179	16.47527	16.36859	16.08215	16.25448	15.52972	16.693	16.73045	16.68667	16.46324	15.94488	16.15761	16.57157	16.48627	16.30279	15.98871	16.31583	16.72426	16.59016	14.68697	16.76795
alpha_rarefaction_4339_7.txt	4339	7	15.83433	16.21838	15.90886	16.54508	16.70699	15.6541	15.17758	16.34596	16.62458	15.79532	15.95454	14.97907	16.23704	16.74045	16.47498	16.32859	16.50467	16.12472	16.23948	16.273	16.17972	16.02389	16.12636	16.35773	16.34909	15.1191	16.74291
alpha_rarefaction_4339_8.txt	4339	8	16.22002	16.24363	15.73195	16.35074	16.72567	15.89469	14.87173	16.6111	16.63991	15.92958	15.4812	15.3869	16.30289	16.09497	16.47408	16.21071	15.94649	16.71563	16.45365	16.3284	16.43156	16.20963	16.45023	16.2294	16.26701	15.49639	16.7791
alpha_rarefaction_4339_9.txt	4339	9	16.38185	16.10536	15.55269	16.50225	16.35358	16.08519	15.47713	16.75588	16.68365	16.26513	15.7886	15.86537	16.38559	16.44853	16.5489	16.47846	16.44334	16.13349	16.41598	16.61731	16.00079	16.2326	16.45472	16.32074	16.38314	15.49998	16.72711
alpha_rarefaction_4820_0.txt	4820	0	16.25374	16.32519	15.91852	16.0499	16.19942	15.97611	14.79345	16.63947	16.41021	16.23904	15.88043	16.1749	16.53345	16.64371	16.3523	16.29411	16.50752	16.47855	16.7791	16.56832	16.24658	16.28675	16.1781	16.5878	16.20772	15.27534	16.7791
alpha_rarefaction_4820_1.txt	4820	1	16.11357	16.28145	15.88433	16.20816	16.68667	16.09997	15.04204	16.48508	16.68561	15.43516	16.43515	15.67803	16.21954	16.59391	16.51293	16.48107	16.15741	16.02109	16.7791	16.28541	16.5356	16.12437	16.50183	16.24857	16.2226	15.62121	16.7791
alpha_rarefaction_4820_2.txt	4820	2	15.94433	16.42474	15.25602	16.28936	16.56608	15.79413	14.40402	16.45304	16.36811	16.11911	16.28155	16.09317	16.54103	16.65016	16.39514	16.71466	16.15865	16.49457	16.7345	16.55127	16.29988	16.06948	16.49077	16.29463	16.20732	15.35152	16.7791
alpha_rarefaction_4820_3.txt	4820	3	16.05339	16.29214	15.84907	16.40655	16.65932	15.62696	14.4808	16.59047	16.63719	16.56236	16.31078	15.69456	16.65791	16.62791	16.19606	16.58059	16.34044	16.54652	16.64553	16.7695	16.14589	16.27965	16.53918	16.55484	15.69907	15.40392	16.7791
alpha_rarefaction_4820_4.txt	4820	4	16.14251	16.1322	15.82064	16.62628	16.35494	16.23785	14.62796	16.33319	16.53826	15.98408	16.17806	15.92961	16.29427	16.59195	16.44828	16.57248	16.02949	16.41164	16.7791	16.57782	16.71512	16.34414	16.27416	16.17332	16.04858	15.63323	16.7791
alpha_rarefaction_4820_5.txt	4820	5	16.34582	15.85438	15.90311	16.69248	16.46	15.86092	15.58962	16.44289	16.42142	16.48587	16.40115	15.48702	16.41815	16.7695	16.2835	16.74908	16.41196	16.28316	16.7791	16.60033	16.40522	15.92233	16.57201	16.22393	16.37656	15.91647	16.7791
alpha_rarefaction_4820_6.txt	4820	6	16.07066	15.88879	16.03734	16.62865	16.64751	15.81647	15.01959	16.7791	16.34015	16.49229	16.51335	15.88345	16.74846	16.62049	16.19918	16.69597	16.37174	16.62396	16.47272	16.27573	15.94108	16.29073	16.40315	16.54792	15.91394	15.42689	16.7791
alpha_rarefaction_4820_7.txt	4820	7	16.06834	16.05518	16.02168	16.26681	16.47965	15.39838	15.38159	15.98176	16.68365	16.4857	16.25174	16.17258	16.63794	16.75835	16.62049	16.75868	16.17532	16.17803	16.50909	16.38961	16.50909	15.75961	16.29901	16.01457	16.30045	15.60878	16.7791
alpha_rarefaction_4820_8.txt	4820	8	15.71194	15.78127	15.70685	16.38659	16.39231	15.79413	14.99522	16.7791	16.4874	16.19496	16.65426	15.47385	16.4522	16.66131	16.5385	16.57281	16.61899	16.43242	16.48986	16.64053	16.45425	16.23894	16.43836	16.50909	15.89588	14.81866	16.7791
alpha_rarefaction_4820_9.txt	4820	9	15.93557	16.40431	15.38051	16.3558	16.69973	16.20961	14.86988	16.61369	16.30817	16.2941	16.30516	15.90798	16.43472	16.7791	16.26894	16.60412	15.8832	16.67077	16.51137	16.56487	16.50909	16.14676	16.50358	16.24129	16.51081	15.39368	16.7791
