	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc29	515rcbc14	515rcbc10	515rcbc28	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_3858_2.txt	3858	2	159.0	151.6	154.6875	158.111111111	153.117647059	152.875	141.583333333	158.0	153.0	155.4	158.166666667	157.166666667	157.214285714	156.375	153.3	154.111111111	153.5	158.875	157.5	158.0	156.333333333	153.857142857	152.909090909	162.5	151.333333333	160.666666667	158.647058824
alpha_rarefaction_3858_3.txt	3858	3	158.0	157.153846154	147.928571429	154.0	152.3	152.833333333	135.0	157.8	164.857142857	154.647058824	160.25	166.083333333	157.571428571	156.2	167.0	155.666666667	155.333333333	152.75	157.3	152.352941176	155.545454545	153.111111111	154.75	157.0	157.583333333	145.25	159.4
alpha_rarefaction_3858_4.txt	3858	4	160.545454545	154.75	153.0	157.142857143	155.111111111	152.333333333	136.461538462	155.875	154.461538462	154.25	153.6	148.5	157.0	159.5	156.3125	162.6	148.272727273	160.875	167.0	154.0	157.111111111	153.333333333	157.5	155.333333333	154.214285714	141.0	162.5
alpha_rarefaction_3858_5.txt	3858	5	149.5	156.0	150.875	160.111111111	159.583333333	153.625	147.714285714	161.0	157.5	155.928571429	156.647058824	156.052631579	159.0	160.142857143	152.25	172.5	152.5	153.0	163.142857143	151.111111111	161.5	162.0	153.909090909	155.666666667	156.076923077	146.666666667	162.882352941
alpha_rarefaction_3858_6.txt	3858	6	156.375	158.857142857	155.176470588	158.0	159.8	158.625	139.230769231	157.625	152.3	146.111111111	154.153846154	144.4	159.0	158.909090909	176.0	154.75	152.714285714	150.272727273	158.6	153.875	157.8	154.2	158.0	158.111111111	157.5	139.0	158.25
alpha_rarefaction_3858_7.txt	3858	7	151.5	160.090909091	157.0	154.4	161.2	149.1	146.076923077	156.3	152.333333333	151.583333333	157.647058824	147.176470588	160.5	156.666666667	161.090909091	156.666666667	166.111111111	154.545454545	162.0	155.583333333	155.363636364	153.111111111	161.666666667	158.6	153.8125	154.461538462	162.0
alpha_rarefaction_3858_8.txt	3858	8	155.0	161.625	168.125	151.142857143	150.615384615	155.142857143	177.5	156.5	159.0	157.5	152.8	147.5	154.5	156.5	161.111111111	155.909090909	152.928571429	158.875	159.625	159.6	160.0	162.428571429	159.857142857	157.5	166.2	154.428571429	159.25
alpha_rarefaction_3858_9.txt	3858	9	158.8	154.625	150.583333333	158.333333333	154.0	154.153846154	143.5	156.1	157.769230769	155.153846154	173.428571429	154.909090909	160.0	155.333333333	156.545454545	162.666666667	150.583333333	164.75	155.125	162.75	153.0	161.0	156.583333333	155.882352941	156.0	157.461538462	163.571428571
alpha_rarefaction_4339_0.txt	4339	0	150.545454545	157.8	153.5	162.230769231	165.1	150.0	138.75	155.272727273	158.625	155.111111111	160.8	149.928571429	160.625	161.0	159.625	157.666666667	151.545454545	163.857142857	158.428571429	163.5	158.333333333	163.333333333	154.666666667	160.111111111	166.5	140.0	160.769230769
alpha_rarefaction_4339_1.txt	4339	1	155.055555556	152.25	156.5	165.428571429	157.75	152.5	136.75	160.666666667	158.0	167.0	154.142857143	164.125	157.5	159.142857143	155.111111111	160.333333333	149.555555556	160.272727273	156.375	157.75	156.6	153.545454545	152.909090909	162.0	153.769230769	154.1	163.583333333
alpha_rarefaction_4339_2.txt	4339	2	148.153846154	157.625	150.875	155.25	159.5	165.0	143.75	157.0	157.25	152.9375	157.769230769	156.5625	158.545454545	159.0	154.666666667	159.0	154.0	154.0	157.142857143	156.625	156.25	157.625	153.363636364	157.75	157.0	151.0	158.4
alpha_rarefaction_4339_3.txt	4339	3	154.090909091	154.25	159.666666667	158.272727273	160.5	152.875	142.4	158.0	154.142857143	152.0	162.25	143.647058824	155.875	156.857142857	156.0	159.5	161.1	161.0	157.375	162.5	155.666666667	161.875	154.666666667	158.909090909	157.0	150.0	161.4
alpha_rarefaction_4339_4.txt	4339	4	155.235294118	159.0	150.117647059	154.111111111	168.0	154.230769231	159.375	166.166666667	159.0	156.0	156.75	151.176470588	153.363636364	163.6	161.6	154.6	157.5	159.0	155.0	156.235294118	156.375	157.2	152.6	153.5	159.428571429	133.928571429	159.235294118
alpha_rarefaction_4339_5.txt	4339	5	156.909090909	157.625	161.545454545	158.333333333	160.0	148.0	152.333333333	161.5	158.5	159.583333333	156.461538462	152.066666667	156.666666667	158.3	158.8	157.0	155.2	154.25	158.375	158.333333333	158.0	153.666666667	157.6	161.142857143	164.25	143.5	161.571428571
alpha_rarefaction_4339_6.txt	4339	6	151.333333333	160.666666667	151.5	156.333333333	160.5	153.875	132.5	153.666666667	158.75	155.153846154	153.714285714	154.0	158.333333333	158.666666667	160.272727273	157.5	163.166666667	156.545454545	158.5	161.333333333	158.5	158.0	153.625	163.0	159.5	147.0	159.5
alpha_rarefaction_4339_7.txt	4339	7	149.272727273	155.857142857	164.3	156.071428571	161.230769231	153.666666667	149.666666667	155.857142857	155.909090909	155.461538462	151.833333333	146.666666667	152.6	159.428571429	156.25	155.857142857	169.166666667	157.230769231	156.666666667	159.875	157.0	157.5	153.1	161.428571429	158.0	142.909090909	160.571428571
alpha_rarefaction_4339_8.txt	4339	8	162.111111111	156.428571429	155.1	157.1	169.0	153.428571429	152.333333333	165.428571429	160.0	153.5	148.5	150.8125	160.111111111	155.666666667	155.25	155.5	161.0	165.0	157.0	155.545454545	155.272727273	155.875	155.0	155.833333333	168.125	145.076923077	161.4
alpha_rarefaction_4339_9.txt	4339	9	159.0	153.833333333	150.214285714	156.0	158.625	159.875	151.111111111	160.5	160.5	159.076923077	150.666666667	159.230769231	153.666666667	160.111111111	160.6	154.5	155.090909091	158.75	157.230769231	157.625	156.8	162.857142857	154.428571429	162.5	159.5	157.25	158.866666667
alpha_rarefaction_4820_0.txt	4820	0	156.25	160.111111111	157.0	151.111111111	154.3	154.142857143	149.230769231	155.166666667	155.142857143	158.0	157.0	153.666666667	154.461538462	159.2	158.625	155.333333333	161.333333333	158.333333333	159.857142857	157.909090909	159.5	158.666666667	154.0	158.111111111	159.0	147.0	160.5
alpha_rarefaction_4820_1.txt	4820	1	150.75	157.75	155.875	154.333333333	160.6	154.8	149.666666667	157.875	160.0	150.428571429	161.0	163.75	159.0	156.0	158.8	154.428571429	156.0	151.5	160.428571429	158.0	159.5	171.6	159.2	154.090909091	155.5	148.214285714	160.5
alpha_rarefaction_4820_2.txt	4820	2	166.333333333	156.3	151.583333333	161.428571429	156.769230769	155.363636364	146.0	157.666666667	157.666666667	152.75	162.333333333	155.0	155.333333333	157.142857143	156.0	159.142857143	153.4	156.75	160.5	161.2	155.25	156.142857143	156.5	158.142857143	154.545454545	168.875	160.5
alpha_rarefaction_4820_3.txt	4820	3	164.666666667	158.0	156.0	155.909090909	156.0	154.5	137.769230769	164.333333333	158.625	159.0	162.25	154.5	157.333333333	157.166666667	155.333333333	157.75	152.8	156.0	159.111111111	159.4	156.5	155.909090909	155.666666667	156.111111111	150.714285714	150.75	160.5
alpha_rarefaction_4820_4.txt	4820	4	153.769230769	152.75	166.142857143	158.0	155.153846154	157.0	147.583333333	156.3	155.230769231	158.0	159.0	160.0	155.625	157.5	154.5	155.0	150.6	159.0	160.0	156.909090909	160.333333333	163.857142857	161.2	154.0	159.875	148.461538462	160.5
alpha_rarefaction_4820_5.txt	4820	5	157.0	158.2	155.583333333	157.333333333	154.4	152.833333333	150.0	161.5	157.875	159.333333333	163.166666667	145.75	158.0	158.142857143	153.3	162.6	160.857142857	154.1	160.0	157.909090909	159.625	152.545454545	159.0	155.666666667	155.625	150.5625	160.5
alpha_rarefaction_4820_6.txt	4820	6	160.5	168.0	157.571428571	157.625	158.153846154	152.857142857	149.545454545	159.5	155.272727273	159.625	158.75	165.111111111	161.0	158.0	160.0	159.5	154.333333333	157.0	157.5	161.0	154.3	157.111111111	151.3	156.857142857	155.6	147.5	160.5
alpha_rarefaction_4820_7.txt	4820	7	162.166666667	163.0	160.166666667	155.875	158.0	150.857142857	153.6	155.2	158.875	158.0	154.363636364	150.571428571	156.428571429	157.166666667	166.0	165.0	151.75	153.25	159.25	156.1	160.625	150.428571429	162.0	156.666666667	157.0	156.125	160.5
alpha_rarefaction_4820_8.txt	4820	8	150.666666667	156.142857143	151.75	157.5	154.833333333	154.909090909	143.0	161.142857143	161.625	158.0	159.0	149.4375	153.75	159.666666667	156.5	158.0	161.5	158.090909091	156.3	162.428571429	157.666666667	158.142857143	154.0	160.142857143	152.363636364	144.909090909	160.5
alpha_rarefaction_4820_9.txt	4820	9	154.5	158.5	151.461538462	160.142857143	157.769230769	156.333333333	147.230769231	160.666666667	154.25	161.111111111	154.833333333	154.2	154.0	161.0	159.666666667	156.0	153.625	159.111111111	158.428571429	156.8	158.461538462	163.25	154.333333333	156.142857143	169.6	147.461538462	160.5
